review_id,entity_type,entity_text,start_position,end_position,context
168,TRAYTABLE,work table,4,14,The work table {function} perfectly when res
169,TRAYTABLE,tray table,11,21,I love the tray table because it provides excellent
170,TRAYTABLE,dining table,14,26,"Honestly, the dining table design includes {feature} whi"
171,TRAYTABLE,work table,34,44," a technical perspective, the work table {technical_assessment}."
172,TRAYTABLE,fold down table,4,19,The fold down table {function} perfectly when tra
173,TRAYTABLE,tray,4,8,The tray is {comparative_adj} than {pr
174,TRAYTABLE,dining table,4,16,The dining table design includes {feature} whi
175,TRAYTABLE,dining table,4,16,The dining table {malfunction} especially when
176,TRAYTABLE,dining table,14,26,"Actually, the dining table doesn't work properly and cre"
177,TRAYTABLE,dining table,4,16,The dining table functions premium and exceeds
178,TRAYTABLE,fold down table,14,29,"Actually, the fold down table design includes {feature} whi"
179,TRAYTABLE,fold-down table,4,19,The fold-down table design includes {feature} whi
180,TRAYTABLE,dining table,15,27,"{overall}, the dining table is premium for long trips."
181,TRAYTABLE,dining table,27,39,"Unlike {alternative}, this dining table {advantage}"
182,TRAYTABLE,work table,4,14,The work table operates comfortable and prov
183,TRAYTABLE,work surface,12,24,I think the work surface is {comparative_adj} than {pr
184,TRAYTABLE,fold down table,44,59," a technical perspective, the fold down table {technical_assessment}"
185,TRAYTABLE,table,19,24,"Unfortunately, the table is {defect} for comfort"
186,TRAYTABLE,folding table,12,25,I think the folding table has {technical_spec} that {te
187,TRAYTABLE,fold down table,4,19,The fold down table design includes {feature} whi
188,TRAYTABLE,tray table,39,49,"ompared to {comparison}, this tray table is {comparison_result}"
189,TRAYTABLE,work table,19,29,"Unfortunately, the work table is {defect} for daily use"
190,TRAYTABLE,fold down table,31,46,"ompared to {comparison}, this fold down table is {comparison_result}"
191,TRAYTABLE,folding table,4,17,the folding table design includes {feature} whi
192,TRAYTABLE,work surface,16,28,I {dislike} the work surface because it {issue}
193,TRAYTABLE,table,4,9,The table design includes {feature} whi
194,TRAYTABLE,work table,4,14,The work table design includes {feature} whi
195,TRAYTABLE,tray table,4,14,The tray table is {comparative_adj} than {pr
196,TRAYTABLE,dining table,4,16,The dining table is {comparative_adj} than {pr
197,TRAYTABLE,tray table,20,30,I think i enjoy the tray table because it provides excellent
198,TRAYTABLE,work surface,4,16,The work surface operates durable and provides
199,TRAYTABLE,fold down table,34,49," a technical perspective, the fold down table {technical_assessment} in my "
200,TRAYTABLE,work table,4,14,The work table is {comparative_adj} than {pr
201,TRAYTABLE,fold-down table,4,19,The fold-down table has {technical_spec} that {te
202,TRAYTABLE,dining table,14,26,"Actually, the dining table is {comparative_adj} than {pr"
203,TRAYTABLE,tray,4,8,The tray performs comfortable and work
204,TRAYTABLE,fold down table,27,42,"Unlike {alternative}, this fold down table {advantage}"
205,TRAYTABLE,dining table,31,43,"ompared to {comparison}, this dining table is {comparison_result} in my "
206,TRAYTABLE,work table,4,14,The work table {function} perfectly when wor
207,TRAYTABLE,tray table,37,47,"y, unlike {alternative}, this tray table {advantage}"
208,TRAYTABLE,fold down table,36,51,"l, unlike {alternative}, this fold down table {advantage}"
209,TRAYTABLE,fold down table,4,19,The fold down table is {comparative_adj} than {pr
210,TRAYTABLE,tray table,4,14,The tray table {malfunction} especially when
211,TRAYTABLE,work table,4,14,The work table has {technical_spec} that {te
212,TRAYTABLE,dining table,13,25,I prefer the dining table because it provides excellent
213,TRAYTABLE,work table,40,50,"ompared to {comparison}, this work table is {comparison_result} in my "
214,TRAYTABLE,folding table,4,17,The folding table is {comparative_adj} than {pr
215,TRAYTABLE,tray,35,39,"nk unlike {alternative}, this tray {advantage}."
216,TRAYTABLE,table,13,18,"Overall, the table doesn't work properly and cre"
217,TRAYTABLE,dining table,4,16,The dining table has {technical_spec} that {te
218,TRAYTABLE,work table,31,41,"ompared to {comparison}, this work table is {comparison_result}"
219,TRAYTABLE,tray table,4,14,The tray table has {technical_spec} that {te
220,TRAYTABLE,fold-down table,4,19,The fold-down table is {comparative_adj} than {pr
221,TRAYTABLE,work table,31,41,"ompared to {comparison}, this work table is {comparison_result}"
222,TRAYTABLE,folding table,31,44,"ompared to {comparison}, this folding table is {comparison_result}"
223,TRAYTABLE,tray,4,8,The tray is {comparative_adj} than {pr
224,TRAYTABLE,tray table,41,51,"ompared to {comparison}, this tray table is {comparison_result}"
225,TRAYTABLE,folding table,4,17,The folding table {malfunction} especially when
226,TRAYTABLE,dining table,37,49,"y, unlike {alternative}, this dining table {advantage}"
227,TRAYTABLE,work table,49,59,"ompared to {comparison}, this work table is {comparison_result}"
228,TRAYTABLE,fold down table,34,49,"y experience, i {dislike} the fold down table because it {issue}"
229,TRAYTABLE,dining table,31,43,"ompared to {comparison}, this dining table is {comparison_result}"
230,TRAYTABLE,tray table,4,14,The tray table {function} perfectly when res
231,TRAYTABLE,dining table,15,27,"{overall}, the dining table is smooth for daily use"
232,TRAYTABLE,fold down table,19,34,"Unfortunately, the fold down table is {defect} for long trips"
233,TRAYTABLE,work table,27,37,"Unlike {alternative}, this work table {advantage}"
234,TRAYTABLE,work surface,31,43,"ompared to {comparison}, this work surface is {comparison_result}"
235,TRAYTABLE,work table,31,41,"ompared to {comparison}, this work table is {comparison_result}"
236,TRAYTABLE,folding table,13,26,I prefer the folding table because it provides excellent
237,TRAYTABLE,work surface,37,49,"y, unlike {alternative}, this work surface {advantage}"
238,TRAYTABLE,fold down table,27,42,"Unlike {alternative}, this fold down table {advantage}"
239,TRAYTABLE,fold down table,27,42,"Unlike {alternative}, this fold down table {advantage}."
240,TRAYTABLE,work table,16,26,I {dislike} the work table because it {issue}.
241,TRAYTABLE,work surface,14,26,"Honestly, the work surface {function} perfectly when res"
242,TRAYTABLE,fold-down table,15,30,"{overall}, the fold-down table is premium for work"
243,TRAYTABLE,table,12,17,I think the table {function} perfectly when tra
244,TRAYTABLE,fold down table,4,19,The fold down table has {technical_spec} that {te
245,TRAYTABLE,folding table,4,17,The folding table operates durable and works fl
246,TRAYTABLE,fold down table,37,52,"y, unlike {alternative}, this fold down table {advantage}"
247,TRAYTABLE,fold-down table,4,19,The fold-down table design includes {feature} whi
248,TRAYTABLE,work table,31,41,"ompared to {comparison}, this work table is {comparison_result}"
249,TRAYTABLE,tray table,27,37,"I think unfortunately, the tray table is {defect} for comfort"
250,TRAYTABLE,work table,14,24,"Honestly, the work table design includes {feature} whi"
251,TRAYTABLE,dining table,4,16,The dining table is {comparative_adj} than {pr
252,TRAYTABLE,dining table,4,16,The dining table design includes {feature} whi
253,TRAYTABLE,fold-down table,31,46,"ompared to {comparison}, this fold-down table is {comparison_result}"
254,TRAYTABLE,work table,19,29,"Unfortunately, the work table is {defect} for work"
255,TRAYTABLE,tray table,27,37,"Unlike {alternative}, this tray table {advantage}"
256,TRAYTABLE,work table,34,44," a technical perspective, the work table {technical_assessment}."
257,TRAYTABLE,work table,25,35,"Honestly, {overall}, the work table is smooth for comfort"
258,TRAYTABLE,work table,4,14,The work table is {comparative_adj} than {pr
259,TRAYTABLE,table,31,36,"ompared to {comparison}, this table is {comparison_result}"
260,TRAYTABLE,work surface,4,16,The work surface doesn't work properly and cre
261,TRAYTABLE,work table,4,14,The work table is {comparative_adj} than {pr
262,TRAYTABLE,fold down table,40,55,"ompared to {comparison}, this fold down table is {comparison_result}"
263,TRAYTABLE,fold down table,41,56,"ompared to {comparison}, this fold down table is {comparison_result}"
264,TRAYTABLE,fold down table,14,29,"Actually, the fold down table design includes {feature} whi"
265,TRAYTABLE,tray table,34,44," a technical perspective, the tray table {technical_assessment} overal"
266,TRAYTABLE,tray table,4,14,The tray table has {technical_spec} that {te
267,TRAYTABLE,fold down table,27,42,"Unlike {alternative}, this fold down table {advantage}"
268,TRAYTABLE,work table,11,21,i love the work table because it provides excellent
269,TRAYTABLE,dining table,34,46," a technical perspective, the dining table {technical_assessment}"
270,TRAYTABLE,tray table,4,14,The tray table {malfunction} especially when
271,TRAYTABLE,fold-down table,17,32,I appreciate the fold-down table because it provides excellent
272,TRAYTABLE,dining table,15,27,"{overall}, the dining table is smooth for comfort really."
273,TRAYTABLE,work surface,31,43,"ompared to {comparison}, this work surface is {comparison_result}"
274,TRAYTABLE,work table,4,14,The work table {malfunction} especially when
275,TRAYTABLE,fold-down table,14,29,"Honestly, the fold-down table has {technical_spec} that {te"
276,TRAYTABLE,dining table,39,51,"ompared to {comparison}, this dining table is {comparison_result}"
277,TRAYTABLE,work table,15,25,"{overall}, the work table is premium for work for sure."
278,TRAYTABLE,dining table,45,57,"e, unlike {alternative}, this dining table {advantage}"
279,TRAYTABLE,fold down table,31,46,"ompared to {comparison}, this fold down table is {comparison_result}"
280,TRAYTABLE,tray,4,8,The tray functions durable and exceeds
281,TRAYTABLE,tray,27,31,"Unlike {alternative}, this tray {advantage}"
282,TRAYTABLE,tray table,4,14,The tray table is {comparative_adj} than {pr
283,TRAYTABLE,work table,4,14,The work table is {comparative_adj} than {pr
284,TRAYTABLE,work table,34,44," a technical perspective, the work table {technical_assessment}"
285,TRAYTABLE,dining table,4,16,The dining table is {comparative_adj} than {pr
286,TRAYTABLE,work table,39,49,"ompared to {comparison}, this work table is {comparison_result} for su"
287,TRAYTABLE,table,19,24,I think i love the table because it provides excellent
288,TRAYTABLE,fold down table,4,19,the fold down table design includes {feature} whi
289,TRAYTABLE,tray table,41,51,"ompared to {comparison}, this tray table is {comparison_result}"
290,TRAYTABLE,fold-down table,42,57," a technical perspective, the fold-down table {technical_assessment}"
291,TRAYTABLE,fold down table,24,39,"Overall, {overall}, the fold down table is smooth for work."
292,TRAYTABLE,tray,4,8,The tray is {comparative_adj} than {pr
293,TRAYTABLE,table,34,39," a technical perspective, the table {technical_assessment}"
294,TRAYTABLE,dining table,16,28,I {dislike} the dining table because it {issue} overall.
295,TRAYTABLE,fold-down table,14,29,"Honestly, the fold-down table design includes {feature} whi"
296,TRAYTABLE,fold-down table,14,29,"Actually, the fold-down table is {comparative_adj} than {pr"
297,TRAYTABLE,tray,4,8,The tray operates durable and works fl
298,TRAYTABLE,tray table,4,14,The tray table doesn't work properly and cre
299,TRAYTABLE,dining table,4,16,The dining table design includes {feature} whi
300,TRAYTABLE,tray,27,31,"Unlike {alternative}, this tray {advantage} for sure."
301,TRAYTABLE,dining table,12,24,I think the dining table design includes {feature} whi
302,TRAYTABLE,work surface,22,34,"In my experience, the work surface doesn't work properly and cre"
303,TRAYTABLE,work table,14,24,"Actually, the work table provides smooth and provides "
304,TRAYTABLE,table,34,39,"y experience, i {dislike} the table because it {issue}"
305,TRAYTABLE,fold down table,4,19,The fold down table doesn't work properly and cre
306,TRAYTABLE,work table,4,14,the work table design includes {feature} whi
307,TRAYTABLE,tray table,4,14,The tray table has {technical_spec} that {te
308,TRAYTABLE,work surface,31,43,"ompared to {comparison}, this work surface is {comparison_result}"
309,TRAYTABLE,work surface,12,24,I think the work surface has {technical_spec} that {te
310,TRAYTABLE,dining table,31,43,"ompared to {comparison}, this dining table is {comparison_result}"
311,TRAYTABLE,fold-down table,13,28,"Overall, the fold-down table has {technical_spec} that {te"
312,TRAYTABLE,dining table,24,36,"Overall, {overall}, the dining table is smooth for daily use"
313,TRAYTABLE,tray table,34,44," a technical perspective, the tray table {technical_assessment}"
314,TRAYTABLE,tray table,4,14,The tray table design includes {feature} whi
315,TRAYTABLE,dining table,34,46," a technical perspective, the dining table {technical_assessment}"
