Source,Reviewer,ReviewText
ANTARA News (press release),Anne Purba (KAI PR VP),"""The seat can recline up to 180 degrees to serve as a bed and also revolves so passengers can face the direction of travel. The angles of the headrest, leg rest, and backrest are all adjustable, and the seat heating level can be controlled.Also has a fold-out tray table for dining or working. """
Popbela (lifestyle article),Zikra Mulia Irawati (Popbela),"""The seat can recline up to 180 degrees for relaxation or sleeping. Passengers can rotate the seat to align with the train's direction. The seat also has a massage function and adjustable heating. There is a fold-out tray table for meals or work."""
Orami (magazine article),Orami Editorial Team (advert),"""The seat can recline up to 180 degrees to be used as a bed, and it can rotate to match the train's direction. The seat has a massage feature and adjustable heating. The seat controls are on a touch panel, and there is a fold-out tray table for dining or work."""
PinterPoin,Eric,"The seat was too hard for sleeping on my back and feeling rather narrow, with fixed arm-rests that made it tricky to exit when fully flat.(Pinterpoin)"
PinterPoin,Eric,"The folding tray hidden inside the arm-rest is so small you must close it before standing up, which undercuts the seat’s convenience.(Pinterpoin)"
Mojok,Tiara Uci,"Because each suite has only one seat, couples cannot sit together, so the classy layout is unsuitable for traveling with a partner.(Mojok.co)"
Traveloka Blog,Travel Bestie,"The seat reclines all the way to 180 degrees and can swivel to face the window, delivering true lie-fllat comfort on raills.(Traveloka)"
Traveloka Blog,Travel Bestie,Heating and Massage Settings on the Arm-rest Panel Let Me Fine-Tune The Seat Just Like A Spa Chair.(Traveloka)
IDN Times,Fasrinisyah S.,"Head-rest, leg-rest and back-rest angles are individuals adjustable, and a fold-out tray lets the seat double as a work desk.(IDN Times)"
IDN Times,Fasrinisyah S.,Built-in Seat Warmers and Massage Modes Boost Comfort On Long Runs.(IDN Times)
IDN Times,Fasrinisyah S.,"The seat can rotate to the window, so you can lounge and watch the java scenery in privacy.(IDN Times)"
Tempo,Tempo Reporter,"Seat Controls Sit on a touch panel that lets Passengers pick reclining, revolving or massage at will.(Tempo)"
Kompas,Kompas Properti,"The seat folds into a bed, features massage, and supplies a small fold-down table for dining or work.(Kompas.com)"
Traveloka Blog,Travel Bestie,"Tilt for head, legs and torso can be dialled in exactly, giving airline-style adjustability.(Traveloka)"
IDN Times,Fasrinisyah S.,On Daylight Services The 180-Degree Recline Lets Passengers Lie Flat and Nap Between Jakarta and Surabaya.(IDN Times)
Traveloka Blog,Travel Bestie,"Each Seat's Massage Pattern Can Be Changed Via Soft Keys, Making Seven Hours Glide By In Comfort.(Traveloka)"
Mojok,Tiara Uci,"Despite The Push Recline, Ten Hours in One Seat Still Feels Long If You Value Speed ​​Over Comfort.(Mojok.co)"
PinterPoin,Eric,"Row 1 Suites Sit Above The Wheel Bogie, So the Seat Vibrates More There;Choose a Middle Suite for a Calmer Ride.(Pinterpoin)"
Synthetic,User001,The Leather Seat Envelops You Like a Lounge Chair Yet Remains Firm Enough to Keep Posture Steady on Bumpy Track.
Synthetic,User002,Rotating The Seat Toward The Window Made Sunrise Views Spectacular Without Leaving My Private Cocoon.
Synthetic,User003,Massage rollers in the back-rest lower-back stiffness during the overnight haul.
Synthetic,User004,I LOVED HOW THE SEAT HEATER TOOOK The Chill Off the Strong AC While I Watched Movies.
Synthetic,User005,"Full-flat Mode Felt Roomy, Though Side-Leepers May Notice Shoulder space is tighter than a real bed."
Synthetic,User006,The Tiny Tray Table is fine for snacks but awkward for a 14-inch laptop.
Synthetic,User007,Fixed Arm-rests Mean you shimmy sideways to get out when the seat is fully reclined.
Synthetic,User008,Seat Vibration is mild in the middle suites but more noticeable in the first and last compartment.
Synthetic,User009,"The Seat Control Panel Glows Softly at Night, which is handy but can better light-sensitive sleep."
Synthetic,User010,Seat Padding Strikes A Balance - Plush for Sitting Yet A bit firm for stomach sleepers.
Synthetic,User011,"Seat Width is Geneous for One Person, But Larger Travelers Might Still Brush The Compartment Walls When Shifting."
Synthetic,User012,USB-A and USB-C Ports Beside The Seat Kept Both My Phone and Topped Up Tablet.
Synthetic,User013,Swivelling The Seat Backward Let Me Chat with the Attendant Without Standing.
Synthetic,User014,"After two hours, The Lumbar Support Felt Slightly Stiff;A small cushion fixed it."
Synthetic,User015,A Gentle Foot-rest Extension Completes The flat-bed setup and supports Calves Nicely.
Synthetic,User016,"Arm-rest buttons are responsive, but the labeling could be cleaner for first-time riders."
Synthetic,User017,The Seat's Aviation-Style Shoulder Belts are Unobtrusive and Easy to Unclip When Lying Flat.
Synthetic,User018,Fans of soft mattresses Might find the seat cushion a touch hard;I prefer it that way.
Synthetic,User019,"The Privacy Door Mutes Corridor Noise, Letting the Seat Become a Peaceful Mini-Suite."
Synthetic,User020,"My Seat's Headrest Doesn't Adjust, to a Taller Friend Had to Slight Slightly."
Synthetic,User021,"Controls include a ‘lounge’ presets that tilts the seats, raises the leg-rest and dims the reading light automatically."
Synthetic,User022,"Seat Upholstery Feels Premium, but Fingerprints Show on the Glossy Arm-rest Panel."
Synthetic,User023,"Even in Day Mode, The Near-Flat Recline made a perfect lazy-boy for Binge-Watching."
Synthetic,User024,Under-seat trash bin is handy yet impossible to reach while belted in.
Synthetic,User025,"Compared to Executive Class, the suite seat adds twice the padding and quadruple the privacy."
Synthetic,User026,"The swivel mechanism locks firmly, so there's no wobble when typing on the fold-out tray."
Synthetic,User027,Seat Warmer gets toasty fast;30 ° C was plenty in the chilled cabin.
Synthetic,User028,"Reading light pivots neatly, but its switch hides on the seat wall -took me a minute to find."
Synthetic,User029,At Full Recline The Seat Cushion Aligns Flush With The Foot-rest-No Uncomfortable Gaps.
Synthetic,User030,Sliding the seat forward is required before going flat;It's intuitive after one try.
Synthetic,User031,The Massage Intensity Cycles from Gentle to Firm;mid-level was perfect for me.
Synthetic,User032,Leather Smelled Fresh - No Synthetic odour even after months of service.
Synthetic,User033,I'm 190 cm tall and could stretch fully without touching the wall.
Synthetic,User034,"Seat vibration double when passing switches, but padding absorbed most jolts."
Synthetic,User035,Pillow provided is small;Adding my own made the flat-bed Truly Comfortable.
Synthetic,User036,"Touch-Panel Occasionally lagged, but hardware buttons on the arm-rest bacial it up."
Synthetic,User037,"Seat Shape Hugs The Torso, Preventing Sliding When Train Brakes."
Synthetic,User038,Heating Element Warms The Lower Back First - Great for Chilly Night Sections.
Synthetic,User039,Arm-Rest Cup Holder Keeps Drinks Steady Even During Curves.
Synthetic,User040,The Leather Gets Warm From Sunshine;Closing The Door Blinds Helps.
Synthetic,User041,Solo Layout Felt Library - No One Reclined Into My Space.
Synthetic,User042,"Seat Belt is lap-only, comfortable and unobtrusive when lying flat."
Synthetic,User043,Light Pressure Massage Eased Soreness After A Day’s Sightseeing.
Synthetic,User044,The Under-Seat Footwell Stores a Backpack without Blocking Recline.
Synthetic,User045,"Seat Seams are neat, but stitching at the edges show minor wear."
Synthetic,User046,"Bounce Track Section Woke Me;Seat Cushion Damphed Most, but Headrest Rattle Slightly."
Synthetic,User047,Control ICONS Light Up When Pressized - Good Feedback in The Dark.
Synthetic,User048,Long Arm-rest means Elbows Never Slip Off Even While Typing.
Synthetic,User049,"With door closed and seat reclined, Outside Announcements Sound Faint."
Synthetic,User050,"Tray’s Curved Edge Matches The Seat Profile, Leaving no Gap for Phone Drops."
Synthetic,User051,"In flat mode, the seat surface is firm like a Japanese Futon --comfortable if you like hard beds."
Synthetic,User052,Head-rest angles are fixed;Bringing a Travel Pillow Helps Side-Leepers.
Synthetic,User053,Seat Height Adjusts Enough that Shorter Riders' Feet Don't Dangle.
Synthetic,User054,USB-C Port Delivered a Solid 15 W-Quick-Charged My Phone Without Leaving the Seat.
Synthetic,User055,Seat Leather Stayed Cool Thanks to Perforated Sections that Breathe.
Synthetic,User056,I Noticed Slight Squeaks From The Seat Hinge When Moving to Lounge Mode.
Synthetic,User057,Compartment Lighting Can Be Dimmed Without Affecting Seat Controls.
Synthetic,User058,"Foot-rest Angle Adjusts Separately, Perfect for Easing Calf Tension."
Synthetic,User059,"Sliding door seals tightly;With seat reclineed, cabin feels like a mini suite."
Synthetic,User060,Arm-rest houses a wireless charger-Kept my earbuds topped up.
Synthetic,User061,Massage Timer Shuts Off After 15 Minutes - Just Enough before Another Nap.
